tender_id,type,start,tender_class,tender_pwh,tender_info,start_price,address,region,end
№85718486,Тендер,10.08.25,"Тендеры, не регулируемые специальными законами о закупках (44-ФЗ, 223-ФЗ, ПП 615)","Нерегламентированные закупки - это тендеры, не регулируемые законодательством. Заказчики могут формулировать и классифицировать их по своему усмотрению.","Стрейч, скотч, мешки; Измерители технологические (Манометры, гигрометры, термометры)",,г. Москва,Москва город,17.08.2025
№85718485,Тендер,10.08.25,"Тендеры, не регулируемые специальными законами о закупках (44-ФЗ, 223-ФЗ, ПП 615)","Запросы котировок и предложений - это процедура выбора поставщика, где победителем признаётся поставщик, соответствующий заявленным требованиям и предложивший наименьшую цену или лучшие условия поставки",Поставка технологического Оборудования (электрокары),4700000,г. Санкт-Петербург,Санкт-Петербург город,13.08.2025
№85718512,Тендер,10.08.25,"Тендеры, не регулируемые специальными законами о закупках (44-ФЗ, 223-ФЗ, ПП 615)",Запросы и мониторинг цен - процедуры определения начальной цены для последующей публикации закупок или сбор предложений для заключения прямых контрактов,Хлеб,86137,г. Астрахань,Астраханская область,11.08.2025
№85718513,Тендер,10.08.25,"Тендеры, не регулируемые специальными законами о закупках (44-ФЗ, 223-ФЗ, ПП 615)",Запросы и мониторинг цен - процедуры определения начальной цены для последующей публикации закупок или сбор предложений для заключения прямых контрактов,Хлеб,86137,г. Астрахань,Астраханская область,11.08.2025
№85718511,Тендер,10.08.25,"Тендеры, проводимые в рамках 223-ФЗ ""О закупках товаров, работ, услуг отдельными видами юридических лиц""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Генератор дыма и расходные материалы к нему,55270,г. Москва,Москва город,11.08.2025
№85718479,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Аукционы - это закупочные процедуры, в которых выбор поставщика осуществляется по результатам торгов. Победителем станет участник, предложивший минимальную цену в ходе аукциона","Оказание услуг по организации и проведению форума в рамках обучающего курса ""Противодействие идеологии экстремизма и терроризма в молодежной среде"", проводимого в Северо-Западном федеральном округе в рамках деятельности Круглогодичного молодежного центра ""Безопасность и профилактика""",2957000,Ленинградская обл,Ленинградская область,18.08.2025
№85718510,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Аукционы - это закупочные процедуры, в которых выбор поставщика осуществляется по результатам торгов. Победителем станет участник, предложивший минимальную цену в ходе аукциона",Поставка реагентов для проведения иммуноферментного анализа,381400,г. Курган,Курганская область,18.08.2025
№85718509,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Аукционы - это закупочные процедуры, в которых выбор поставщика осуществляется по результатам торгов. Победителем станет участник, предложивший минимальную цену в ходе аукциона",Поставка реагентов для проведения иммуноферментного анализа,18400,г. Курган,Курганская область,18.08.2025
№85718508,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Аукционы - это закупочные процедуры, в которых выбор поставщика осуществляется по результатам торгов. Победителем станет участник, предложивший минимальную цену в ходе аукциона",Поставка фотобарабанов для печатной техники,82379,г. Курган,Курганская область,17.08.2025
№85718504,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Поставка хлебобулочных изделий (льгота),6379,г.Черепаново,Новосибирская область,11.08.2025
№85718503,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Проведение ремонтных работ автоматической пожарной сигнализации,25000,"Тихвинский район,  деревня Коськово",Ленинградская область,11.08.2025
№85718507,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Поставка мебели для обеспечения образовательного процесса,598350,"г. Анапа; Анапский район,  станица Анапская",Краснодарский край,12.08.2025
№85718505,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Поставка МФУ,483083,г. Омск,Омская область,12.08.2025
№85718502,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Поставка оборудования для оснащения инженерных классов авиастроительного профиля в общеобразовательной организации,263700,г. Люберцы,Московская область,11.08.2025
№85718498,Тендер,10.08.25,"Тендеры, проводимые в рамках 223-ФЗ ""О закупках товаров, работ, услуг отдельными видами юридических лиц""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Выполнение работ по замене пожарных рукавов и пожарных кранов,31000,Город Коломна,Московская область,13.08.2025
№85718496,Тендер,10.08.25,"Тендеры, проводимые в рамках 223-ФЗ ""О закупках товаров, работ, услуг отдельными видами юридических лиц""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Закупка в 2025 году порционной продукции с логотипом для нужд МАУ КП ДК,98088,г. Одинцово,Московская область,13.08.2025
№85718494,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Поставка электронных компонентов,185325,г. Санкт-Петербург,Санкт-Петербург город,11.08.2025
№85718477,Тендер,10.08.25,"Тендеры, проводимые в рамках 223-ФЗ ""О закупках товаров, работ, услуг отдельными видами юридических лиц""","Запросы котировок и предложений - это процедура выбора поставщика, где победителем признаётся поставщик, соответствующий заявленным требованиям и предложивший наименьшую цену или лучшие условия поставки",капитальный ремонт входа,1454440,Челябинская обл;г. Челябинск,Челябинская область,18.08.2025
№85718493,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Поставка электронных комплектующих,58371,г. Санкт-Петербург,Санкт-Петербург город,11.08.2025
№85718492,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Нерегламентированные закупки - это тендеры, не регулируемые законодательством. Заказчики могут формулировать и классифицировать их по своему усмотрению.","Яйцо куриное столовое, категория первая или отборная",7365,Нижнекамск,Татарстан республика,11.08.2025
№85718490,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Нерегламентированные закупки - это тендеры, не регулируемые законодательством. Заказчики могут формулировать и классифицировать их по своему усмотрению.","Соль пищевая, йодированная, молотая, сорт высший, не менее 1 кг, упаковка",1150,Нижнекамск,Татарстан республика,11.08.2025
№85718491,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Нерегламентированные закупки - это тендеры, не регулируемые законодательством. Заказчики могут формулировать и классифицировать их по своему усмотрению.","Кислота лимонная моногидрат пищевая, не менее 10г, пакет",555,г. Нижнекамск,Татарстан республика,11.08.2025
№85718488,Тендер,10.08.25,"Тендеры, не регулируемые специальными законами о закупках (44-ФЗ, 223-ФЗ, ПП 615)","Нерегламентированные закупки - это тендеры, не регулируемые законодательством. Заказчики могут формулировать и классифицировать их по своему усмотрению.",Строительная теплоизоляция,,Санкт-Петербург,Санкт-Петербург город,15.08.2025
№85718489,Тендер,10.08.25,"Тендеры, не регулируемые специальными законами о закупках (44-ФЗ, 223-ФЗ, ПП 615)","Нерегламентированные закупки - это тендеры, не регулируемые законодательством. Заказчики могут формулировать и классифицировать их по своему усмотрению.","Строительная теплоизоляция; Расходники (пена, герметик)",,Санкт-Петербург,Санкт-Петербург город,15.08.2025
№85718470,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Нерегламентированные закупки - это тендеры, не регулируемые законодательством. Заказчики могут формулировать и классифицировать их по своему усмотрению.",Страхование от несчастных случаев и болезней [04. 08. 2025],229992,"Калачевский район,  хутор Логовский",Волгоградская область,15.08.2025
№85718484,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Поставка датчиков телеметрии,510040,г. Зарайск,Московская область,11.08.2025
№85718482,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Нерегламентированные закупки - это тендеры, не регулируемые законодательством. Заказчики могут формулировать и классифицировать их по своему усмотрению.","Помидоры свежие, не ниже второго сорта",4648,г. Нижнекамск,Татарстан республика,12.08.2025
№85718483,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Нерегламентированные закупки - это тендеры, не регулируемые законодательством. Заказчики могут формулировать и классифицировать их по своему усмотрению.","Огурцы свежие, не ниже второго сорта",3212,г. Нижнекамск,Татарстан республика,12.08.2025
№85718481,Тендер,10.08.25,"Тендеры, не регулируемые специальными законами о закупках (44-ФЗ, 223-ФЗ, ПП 615)","Прочее - это способы закупок, не включенные в другие группировки",Закупка подшипников Июль 2025 (2-й этап торгов),,г. Калининград,Калининградская область,12.08.2025
№85718480,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Поставка хлеба и хлебобулочных изделий,272583,"Кировский район,  городской поселок Мга",Ленинградская область,11.08.2025
№85718478,Тендер,10.08.25,"Тендеры, не регулируемые специальными законами о закупках (44-ФЗ, 223-ФЗ, ПП 615)","Запросы котировок и предложений - это процедура выбора поставщика, где победителем признаётся поставщик, соответствующий заявленным требованиям и предложивший наименьшую цену или лучшие условия поставки","Поставка листов (ЗНЗ 0030, 0031, 0035)",,"Каларский район,  село Чара",Забайкальский край,13.08.2025
№85718455,Тендер,10.08.25,"Тендеры, не регулируемые специальными законами о закупках (44-ФЗ, 223-ФЗ, ПП 615)","Нерегламентированные закупки - это тендеры, не регулируемые законодательством. Заказчики могут формулировать и классифицировать их по своему усмотрению.",Клапана АДЛ,,Череповец,Вологодская область,11.08.2025
№85718476,Тендер,10.08.25,"Тендеры, проводимые в рамках 223-ФЗ ""О закупках товаров, работ, услуг отдельными видами юридических лиц""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Лампы и части к ним,11602,Москва,Москва город,11.08.2025
№85718471,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Конкурсы - это закупочные процедуры со сложной системой отбора победителей (например, проведение торгов, переторжки, оценки заявок по различным критериям), проводимые в электронном или бумажном виде",Поставка продуктов питания Лот 14 для нужд ГБУЗ ГКБ № 31 им. академика Г. М. Савельевой ДЗМ,25761970,г. Москва,Москва город,27.08.2025
№85718472,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Запросы котировок и предложений - это процедура выбора поставщика, где победителем признаётся поставщик, соответствующий заявленным требованиям и предложивший наименьшую цену или лучшие условия поставки",Поставка пекарского шкафа,1085112,г. Лабытнанги,Ямало-Ненецкий автономный округ,15.08.2025
№85718474,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Аукционы - это закупочные процедуры, в которых выбор поставщика осуществляется по результатам торгов. Победителем станет участник, предложивший минимальную цену в ходе аукциона",поставка изделий медицинского назначения,1500000,г. Ростов-на-Дону,Ростовская область,18.08.2025
№85718475,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Аукционы - это закупочные процедуры, в которых выбор поставщика осуществляется по результатам торгов. Победителем станет участник, предложивший минимальную цену в ходе аукциона","Выполнение работ по сносу объектов капитального строительства (многоквартирных домов, признанных в установленном порядке аварийными и подлежащими сносу)",2155259,г. Саратов,Саратовская область,18.08.2025
№85718473,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Аукционы - это закупочные процедуры, в которых выбор поставщика осуществляется по результатам торгов. Победителем станет участник, предложивший минимальную цену в ходе аукциона",поставка изделий медицинского назначения,1500000,г. Ростов-на-Дону,Ростовская область,18.08.2025
№85718469,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Запросы котировок и предложений - это процедура выбора поставщика, где победителем признаётся поставщик, соответствующий заявленным требованиям и предложивший наименьшую цену или лучшие условия поставки",Оказание услуг по техническому обслуживанию аппарата MiSeq,400000,г. Екатеринбург,Свердловская область,15.08.2025
№85718454,Тендер,10.08.25,"Тендеры, не регулируемые специальными законами о закупках (44-ФЗ, 223-ФЗ, ПП 615)","Запросы котировок и предложений - это процедура выбора поставщика, где победителем признаётся поставщик, соответствующий заявленным требованиям и предложивший наименьшую цену или лучшие условия поставки",Поставка лабораторного Оборудования (приборы для испытания пружин),3357142,г. Санкт-Петербург,Санкт-Петербург город,13.08.2025
№85718468,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Стойка мобильная Wize Pro M86 для широкоформатных и интерактивных панелей 42 – 90,189000,г. Москва,Москва город,12.08.2025
№85718467,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""",Запросы и мониторинг цен - процедуры определения начальной цены для последующей публикации закупок или сбор предложений для заключения прямых контрактов,Поставка смартфона,,Город Севастополь,Севастополь город,15.08.2025
№85718466,Тендер,10.08.25,"Тендеры, проводимые в рамках 223-ФЗ ""О закупках товаров, работ, услуг отдельными видами юридических лиц""",Запросы и мониторинг цен - процедуры определения начальной цены для последующей публикации закупок или сбор предложений для заключения прямых контрактов,Поставка молочных продуктов,1094000,г. Челябинск,Челябинская область,14.08.2025
№85718465,Тендер,10.08.25,"Тендеры, проводимые в рамках 223-ФЗ ""О закупках товаров, работ, услуг отдельными видами юридических лиц""","Закупка малого объема - это осуществление заказчиком закупки работы, товара или услуги на сумму, которая не превышает шестьсот тысяч рублей (в отдельных случаях три млн рублей). Закупка проводится по упрощенной процедуре, при которой заказчик сам определяет исполнителя.",Лампы и части к ним,11602,Москва,Москва город,11.08.2025
№85718463,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Аукционы - это закупочные процедуры, в которых выбор поставщика осуществляется по результатам торгов. Победителем станет участник, предложивший минимальную цену в ходе аукциона",Поставка лекарственного препарата (МНН: Натрия хлорид),2204422,г.о. Долгопрудный,Московская область,18.08.2025
№85718462,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Аукционы - это закупочные процедуры, в которых выбор поставщика осуществляется по результатам торгов. Победителем станет участник, предложивший минимальную цену в ходе аукциона",Поставка лекарственного препарата (МНН: ЭТАНОЛ),396000,г.о. Долгопрудный,Московская область,18.08.2025
№85718464,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Запросы котировок и предложений - это процедура выбора поставщика, где победителем признаётся поставщик, соответствующий заявленным требованиям и предложивший наименьшую цену или лучшие условия поставки",Поставка продуктов питания (пищевой продукт лечебно-профилактического питания при вредных условиях труда - кисель),641920,г. Карасук,Новосибирская область,15.08.2025
№85718461,Тендер,10.08.25,"Тендеры, размещённые государственными и муниципальными заказчиками в рамках 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""","Аукционы - это закупочные процедуры, в которых выбор поставщика осуществляется по результатам торгов. Победителем станет участник, предложивший минимальную цену в ходе аукциона",Поставка лекарственного препарата (МНН: АПИКСАБАН),376622,г.о. Долгопрудный,Московская область,18.08.2025
№85718460,Тендер,10.08.25,"Тендеры, проводимые в рамках 223-ФЗ ""О закупках товаров, работ, услуг отдельными видами юридических лиц""","Запросы котировок и предложений - это процедура выбора поставщика, где победителем признаётся поставщик, соответствующий заявленным требованиям и предложивший наименьшую цену или лучшие условия поставки",Поставка комплектующих и аксессуаров для компьютерной техники,280500,г. Екатеринбург,Свердловская область,18.08.2025
